business_id,categories,cat,name
lx_HJMFpKEZW-e9_-LyuQg,"Salad, Restaurants, Soup, Sandwiches",Sandwiches,Panera Bread
LXKVQdkTXW--JcB3ahZ9AQ,"Nightlife, Convenience Stores, Pizza, Local Services, Restaurants, Food Delivery Services, Food, Couriers & Delivery Services",Italian,Nighttime Nosh
LxNoSrtJYB7HvP5I-8p-Ow,"Restaurants, Barbeque, Chicken Wings",Barbeque,Andrew's BBQ
LYBimndA7OQQptmaJ-Eipg,"Restaurants, Pizza, Fast Food",Italian,Little Caesars Pizza
LypV5tUYSDurg_VMHVLpDw,"Restaurants, Food, Chicken Shop, Breakfast & Brunch, Fast Food, Chicken Wings",Breakfast N Brunch,Church's Chicken
LyuDnoxI8yiPPmwcF62bfw,"Pizza, Restaurants",Italian,Papa John's Pizza
LyunOKCJ30PVfAis--hs4A,"Pizza, Restaurants, Chicken Wings, Sandwiches",Sandwiches,Domino's Pizza
lZ5rd3YxWTcCPJi45hvw7w,"Nightlife, Bars, Restaurants, American (New), American (Traditional), Tex-Mex",American,Chili's
lZUCbZkCpS6bvgcxAuYS5Q,"Burgers, Restaurants, Fast Food",Burgers,Wendy's
m-KkjBgtiRhtXA10_jwh2Q,"Burgers, Coffee & Tea, Food, Restaurants, Fast Food",Burgers,McDonald's
M_AuwEJTLUEIejktqmDWlg,"Chicken Wings, Chicken Shop, Restaurants, Fast Food",Fast Food,Popeyes Louisiana Kitchen
M0s6fObJ_nVk_ROjGnDU9w,"Bars, Nightlife, Gastropubs, Cocktail Bars, Dive Bars, Sports Bars, American (Traditional), Restaurants",Sports Bar,The Bar
M0yfSpeDaYTPEnLjw_0g_g,"Caterers, Desserts, Bakeries, Event Planning & Services, Custom Cakes, Sandwiches, Coffee & Tea, Party & Event Planning, Restaurants, Food",Sandwiches,Baker Wee
M18hT6GFwcU7nPLPEwab2A,"Restaurants, Food, Convenience Stores, Delis, Grocery, Beer, Wine & Spirits",Deli,56th St Deli & Market
m1BRMnrel42nz_qIPSBO9w,"Restaurants, Bars, Nightlife, American (Traditional)",American,Keegan's Grill & Taproom Foothills
m1Y47fK3vWCJXV3TdCn_Xw,"Restaurants, Vegetarian, Vegan, Mediterranean, American (New)",Mediterranean,Pita Jungle
m2zASwlOL2vecCKHfmGAnQ,"Restaurants, American (Traditional), Breakfast & Brunch, American (New)",American,Rusconi's American Kitchen
m3ENrv6bKW8h44bMyBAOOQ,"Food, Restaurants, Sandwiches, Fast Food",Sandwiches,Subway
m3tNor-GTl-aAST5AmEqYA,"Buffets, Restaurants, Cantonese, Chinese, Sushi Bars",Chinese,Lin's Grand Buffet
M3tvxyxkgSuZD3vVjlKW-Q,"Street Vendors, Food, Restaurants, Hot Dogs",Fast Food,El Caprichoso
M3uV9Y3EDSpy9d4YwyNSAQ,"Ramen, Music Venues, Arts & Entertainment, Japanese, Restaurants, Nightlife, Bars",Japanese,Yakiramen
m45sH6c22jlIS-a3ZjckwQ,"Restaurants, Sandwiches, Bagels, Delis, Food, Coffee & Tea",Sandwiches,Einstein Bros Bagels
m4yD7dvz998cXM51GbRL_Q,"Restaurants, Coffee & Tea, Diners, American (Traditional), Food",American,Mel's Diner
m506zjQ67j0msTfANwB6RA,"Vegetarian, American (New), Salad, Restaurants",American,Flower Child
M5jKFdL0vLcBzdPh-mLnAQ,"Restaurants, Nightlife, Bars, American (New), Dance Clubs",American,Bar Smith
m6NqXv33v6d0r5YUx_RYJA,"Restaurants, Sandwiches",Sandwiches,Blimpie
M95OX2nED7rjPxOURJtOCg,"Burgers, Delis, Sandwiches, Restaurants",Sandwiches,Ladybug House of Sandwiches
M9xhaYXm-rY34ZYbyUbXEw,"Health Markets, Restaurants, Specialty Food, Food Delivery Services, Event Planning & Services, Breakfast & Brunch, Food, Dominican, Caterers, Caribbean",Breakfast N Brunch,Fran's Kitchen
maGqjGXYPzal3YydKu8wjQ,"Restaurants, Chinese, Fast Food",Chinese,Panda Express
maJvbTIlMjOoZTcsGUqHOQ,"Restaurants, Desserts, Ice Cream & Frozen Yogurt, Food, Hawaiian, Mexican",Mexican,La Carreta De Lily
manv27dcWwK7reqL-PLDKA,"Restaurants, Mexican, Fast Food, Tex-Mex",Mexican,Taco Bell
mAryfEwdr7Lby2CzmLFbow,"Restaurants, Beer, Wine & Spirits, Steakhouses, Food, Sandwiches",Sandwiches,Texas Roadhouse
MatGnwADyILP8utonlTWDg,"American (Traditional), Sports Bars, Eatertainment, Cocktail Bars, Arts & Entertainment, Restaurants, Nightlife, Arcades, Bars",Sports Bar,Dave & Buster's
mBdm6in8L0UvtAN-Gv7dcg,"Specialty Food, Food, Ethnic Food, Hot Dogs, Restaurants",Fast Food,Nogales Hot Dogs
mBFGYVLh588BrvfmGsOhrA,"Restaurants, Barbeque, Noodles, Chinese",Chinese,Dragon Flame Chinese Grill
MBsIf01fcA8Vy7vCMMKf2A,"Sushi Bars, Asian Fusion, Restaurants, Japanese",Japanese,Eastwind Sushi & Grill
mbV5FSZjiUViAdwcYRY0Rw,"Southern, Event Planning & Services, American (Traditional), Caterers, Sandwiches, Barbeque, Restaurants",Sandwiches,Dickey's Barbecue Pit
MCaSL4S-Y9_SpZI7bMQIEw,"Restaurants, Caterers, Event Planning & Services, Barbeque",Barbeque,Cookin On Wood
mcXRNuN1MsgXYt8B2MWz2Q,"Mexican, Restaurants",Mexican,Filiberto's Mexican Food
mDiFWhywAziq9SKnj6am_Q,"Seafood, Nightlife, Italian, Pizza, Restaurants, Bars",Italian,Ziggy's IL Posto
Me_pYtoAeA2IkO8jOBi4HA,"Chicken Wings, Restaurants",Fast Food,Wingstop
ME4DMjAAWzXwu51U-pNl5A,"Southern, Soul Food, Food Delivery Services, Food, Local Services, Restaurants",Southern,BeBe's Southern Cooking
medCzwjjGeReqxOt-iPVTg,"Mexican, Restaurants",Mexican,Filiberto's Mexican Food
MeSrAvgBNWHP2Js2--b6zw,"Restaurants, Coffee & Tea, Creperies, Ice Cream & Frozen Yogurt, Food",Coffee N Tea,P.A.K Crepes & Coffee
MFbyWskON6pqRp5-K4hIKw,"American (New), Event Planning & Services, Food, Chicken Wings, Fast Food, Caterers, Restaurants",American,Chick-fil-A
mFGUvyJSdSRjIaN94QW_IQ,"Restaurants, Mexican",Mexican,Anaya's Fresh Mexican Restaurant
mFmmOKdcwFrDqXKaew0ahw,"Restaurants, Nightlife, Italian, Bars, Pizza, Sandwiches, Wine Bars",Sandwiches,Streets of New York
mFTSdfJOv4X5t8LeeY4nJw,"Chicken Wings, Restaurants",Fast Food,Wingstop
MFuhou9rtGLGfznSzn0Mvg,"Sandwiches, Juice Bars & Smoothies, Breakfast & Brunch, Cafes, Restaurants, Food",Cafes,Ncounter
MgHWbwuxxb_txhI3lK_bKg,"American (New), Restaurants, Sandwiches, Salad",Sandwiches,The Main Ingredient Ale House And CafÃƒÂ©
Mh2syFX0bG-7vylKY9DE4g,"Sandwiches, Restaurants, American (Traditional), Fast Food, Vegetarian, Salad",Sandwiches,Cheba Hut Toasted Subs
Mh4O9vjA3k0rC2ho3XLdKw,"Restaurants, Food, Fast Food, Coffee & Tea, Burgers",Burgers,McDonald's
mhMhYsmJB4t0-ok1ABvNBg,"Tapas Bars, Breakfast & Brunch, Nightlife, American (New), Food, Wine Bars, Restaurants, Beer Bar, Burgers, Bars, Tapas/Small Plates, Cocktail Bars",American,Original Gravity
MhNNEKWZjawa9MHpGyhw3w,"Restaurants, Fast Food, Mexican",Mexican,Federico's Mexican Food
MhwAKgF54Rwmm4vkdIb0Lw,"Mexican, Restaurants, Salad, Fast Food, Caterers, Event Planning & Services, Seafood",Mexican,Rubio's
Mi5uhdFB9OJteXPd0_IKfw,"Restaurants, Italian, Seafood",Italian,Carrabba's Italian Grill
mj_E2SThbggt-FyUaE1DQg,"Coffee & Tea, Sandwiches, Food, Restaurants, Breakfast & Brunch, Bakeries",Sandwiches,Essence Bakery Cafe
mjeolbU52n--a9Lg4ygg6w,"Sandwiches, Salad, Delis, Restaurants, Fast Food",Sandwiches,Firehouse Subs
MJjTgjRZJLnU0VHF1TeMGQ,"Mexican, Food, Restaurants",Mexican,Los Cerritos
MJlq5AuCkRjz31sKspxp1g,"Restaurants, Indian",Indian,OM Indian Bistro
MJyKhCf7lu0XPhCbo-TnbQ,"Breakfast & Brunch, American (New), American (Traditional), Restaurants, Burgers",American,IHOP
MkKMmLQGtuZnjw-5GqLwqQ,"Chicken Shop, Restaurants, Chicken Wings, Fast Food",Fast Food,KFC
mKmmHENEmK2pVi-4H67mIw,"Restaurants, Mexican",Mexican,Caramba Mexican Food
MKvRBwtfIcH9206rzBeVxg,"Delis, Fast Food, Sandwiches, Food, Food Delivery Services, Restaurants",Sandwiches,Jimmy John's
Mkz16U3y232nbwoB94myTw,"Coffee & Tea, Food, Restaurants",Coffee N Tea,Starbucks
ml916FaOdF870Jrk0ZQETA,"Caterers, Delis, Bagels, Breakfast & Brunch, Event Planning & Services, Food, Bakeries, Restaurants",Breakfast N Brunch,Chompie's
MlDrGjD4356IReuGd5j6ww,"Pan Asian, Restaurants, Vietnamese",Vietnamese,Pho Saigon Pearl
MldtbULi0uqWxduSyE663w,"Restaurants, Breakfast & Brunch, Fast Food, Burgers, American (Traditional)",American,XL California Burger Company
MM572Htt9k_e96IKNyCEtA,"Mexican, Breakfast & Brunch, Nightlife, Comfort Food, American (Traditional), Hotel bar, Bars, Restaurants, African",Mexican,stonegrill
mmZaOPp2BFMmWe6suuJndQ,"Food, American (Traditional), Restaurants, Beer, Wine & Spirits, Nightlife, Bars",American,The Beaver Bar & Grill
mnwRtuVQEsIUomBchu0gwg,"Restaurants, American (New), Beer, Wine & Spirits, Breweries, Breakfast & Brunch, American (Traditional), Food, Gluten-Free",American,OHSO Brewery- Arcadia
mobHB_VRr8jRqLoR3-sBVw,"Mexican, Food, Restaurants",Mexican,Federico's Mexican Food
MOi64A9mDpK9zUB8546L8Q,"Fast Food, Restaurants, Food, American (Traditional), Burgers, Ice Cream & Frozen Yogurt",American,Sonic Drive-In
momjERcb6G6ienrfPuNArw,"Restaurants, Vietnamese, Thai",Vietnamese,Pho Da Lat
MOUW8p7oXI08InzvSJwMYg,"Restaurants, Food, Poke, Barbeque",Barbeque,Poke 2U
mPfdYJj4d5KBPINDkaZY-Q,"Food, American (Traditional), Ice Cream & Frozen Yogurt, Desserts, Coffee & Tea, Restaurants",American,Churn
Mpy2zw01M1IcEP4svSPOIg,"Caterers, Seafood, Cajun/Creole, Event Planning & Services, Restaurants, Food Trucks, Burgers, Food",Burgers,Mingo's Louisiana Kitchen
MQsccAhTxdd2Y5JBKjrT9w,"Desserts, Vegan, Food, Juice Bars & Smoothies, Health Markets, Gluten-Free, Specialty Food, Coffee & Tea, American (New), Restaurants",American,ProteinHouse - Scottsdale
mr5hwhIb_qfpTg9mbWHgsQ,"Restaurants, Sandwiches, Fast Food",Sandwiches,Subway
mR7tCPuk37W_CoFcNEI8rg,"Fast Food, Mediterranean, Greek, Restaurants, Middle Eastern",Mediterranean,Shako Mako Grill
Mrk3hybCRpM3_VDQ21qiaA,"Salad, Thai, Barbeque, Restaurants",Thai,Glendale Sala Thai
mRubgo8WfjraJkE5Bvbf6w,"Restaurants, Asian Fusion, Japanese, Vietnamese, Chinese, Thai",Chinese,Savor Flavor Asia
mRxUCEoUUe-XsEYS1SlrTA,"International Grocery, Food, Specialty Food, Japanese, Ethnic Food, Restaurants",Japanese,New Tokyo Food Market
Msp69CY6JdXTY9guRx-qkQ,"Coffee & Tea, Restaurants, Fast Food, Burgers, Food",Burgers,McDonald's
msPPUPKgPTlGXh2YrBAt-Q,"Fast Food, Burgers, Restaurants, American (Traditional)",American,Whataburger
mss-LiOfL1vtoNo3WoEoJw,"Restaurants, Tacos, American (New), Salad, Chicken Shop, Mexican",Mexican,Kiss Pollos Estilo Sinaloa
MT14X3-S3hUGVwIGI6WIYQ,"Restaurants, Cafeteria, Coffee & Tea, Food",Coffee N Tea,Starbucks
mtnw_pENYzcdAPhepby25g,"Pizza, American (New), Restaurants, Delis",American,Kings Subs
MtxfrJwF-OTvJGyWV1PfzQ,"Restaurants, Mexican",Mexican,Mariscos Chihuahua
Mul_BVwcnhqmp2h_7QFepQ,"Nightlife, Wine Bars, Bars, Restaurants, Pizza, Mediterranean, Food, Beer, Wine & Spirits",Mediterranean,La Bocca Urban Pizzeria + Wine Bar
mUVAMNN7BCQ9HGA9w_7C1g,"Burgers, Delis, Beer, Wine & Spirits, Food Stands, Breakfast & Brunch, American (New), Food, Restaurants",American,Ingo's Tasty Food
muvmtEIt9XhDkMwYwALSGA,"Bars, Italian, Nightlife, Restaurants, Wine Bars, Pizza",Italian,MidiCi The Neapolitan Pizza Company
muzZW1AqlfdWGMND0jf_kw,"Pakistani, Indian, Afghan, Restaurants",Indian,Hilal Grill
MVg8_dWzoCtGjBvWCatjjQ,"American (Traditional), Salad, Restaurants, Pizza, American (New)",American,California Pizza Kitchen at Biltmore
MvVCSyFIpmKKV8URk0HWIQ,"Restaurants, Fast Food, Tex-Mex, Mexican",Mexican,Taco Bell
mW97sJ9JVjs_REfp6XjRhQ,"American (Traditional), Restaurants, Chicken Wings, Chicken Shop, American (New), Southern, Fast Food",American,Raising Cane's
mX2L5zlPzXbXtmOggTMpuQ,"Restaurants, American (Traditional), Barbeque, Southern",American,Dickey's Barbecue Pit
MxHow1YklEAsmtlq2BRNmQ,"Burgers, Comfort Food, American (Traditional), Restaurants, Salad, Breakfast & Brunch, American (New), Food",American,Country Boys Restaurant
mxtMK3cHhtvYGcI1nozpWA,"Food Delivery Services, Indian, Food, Restaurants, Thai",Indian,Delivery Dine
mXYVVcDVxifAFU9oXQ3mXg,"Pizza, Restaurants",Italian,Rosati's Pizza
My2gfKUwiCGKg8flMw9yBw,"Burgers, Food, Coffee & Tea, Restaurants, Fast Food",Burgers,McDonald's
mYlNFkIiFY3SyDl-nPWR5g,"Italian, Restaurants",Italian,Nick's
Mypk1XBD6PQ77zLXyMiKhg,"Sushi Bars, Poke, Seafood, Food, Restaurants, Hawaiian",Seafood,Ahipoki - Phoenix
myw0csRck6XG4w5Z-EFyqg,"Chinese, Restaurants",Chinese,Dragon Bowl
MZkP-I91Df4XgmVelGBGng,"Bakeries, Cafes, Sandwiches, Restaurants, Breakfast & Brunch, Coffee & Tea, Food",Cafes,Fillmore Coffee
N-fNRYsykhK6ECfivAvIhw,"Burgers, Restaurants, Fast Food, American (Traditional)",American,Whataburger
N-tpz2XtAPreL5wnFjKGwA,"Restaurants, Mexican, New Mexican Cuisine",Mexican,La Villa DF
n_2yW2copuGo8jVOEKqb_A,"Coffee & Tea, Breakfast & Brunch, Restaurants, Bubble Tea, Food, Juice Bars & Smoothies, Donuts",Coffee N Tea,Blooming Donuts
N_ML37GOTOLtGKWqRnbJRA,"Restaurants, Chinese",Chinese,Big Wa Chinese
n_xqf8Es-k2XBOneXfYGRg,"Restaurants, Pizza, Italian",Italian,Quartiere
n0SMxITaU-6XrB0lOwi-0g,"Coffee & Tea, Burgers, Fast Food, Food, Restaurants",Burgers,McDonald's
n1AWiP49A5ROroNnbtm0ow,"Breakfast & Brunch, Restaurants, American (Traditional), Burgers",American,The Oink Cafe
n1S7XnZfCCDIWlMZ8yUvEw,"Fast Food, Chinese, Restaurants",Chinese,Panda Express
n2HkJt3y4Uvwex5AT5IeRA,"Burgers, Restaurants, Coffee & Tea, Fast Food, Food, American (Traditional)",American,McDonald's
n2sA7raIheUCgBq14Vlt5w,"Chicken Wings, American (Traditional), Burgers, Restaurants, Chinese",Chinese,Long Wong's Hot Wings
n2tiSHECXkFv47aIkxvSDA,"Restaurants, Mediterranean, Greek",Mediterranean,Greektown
N3GQ4GhQviglogQR1dPNgg,"Salad, Smokehouse, American (New), Restaurants, Caterers, Barbeque, Food, Event Planning & Services",American,Frasher's Smokehouse
N5B7OBTyNGgwU_Y2fwNcyw,"Restaurants, Food, Sandwiches, Cafes, American (New), Food Trucks, Breakfast & Brunch, Farmers Market",Cafes,Phoenix Public Market Cafe
n5kE1rfkqaj-HwnGcE2HLA,"Coffee & Tea, Fast Food, Food, Burgers, Restaurants",Burgers,McDonald's
N5mcKKdcmwirw1bFhE80Sw,"Restaurants, Bars, Wine Bars, American (New), Lounges, Breakfast & Brunch, Nightlife, Cafes",Cafes,The Living Room Wine CafÃƒÂ© & Lounge
n62dcL1e8BQA1_kUEYrldQ,"Restaurants, Chinese",Chinese,Shangri-La Chinese
n6AxJR-ey2_DgAJPZfEvfQ,"Restaurants, Mexican",Mexican,Sylvia's La Canasta
n6IWvkVMWB9OIRZBXh5tHw,"Coffee & Tea, Food, Restaurants, Breakfast & Brunch, Sandwiches",Sandwiches,Elevate Coffee
N6TlJ00AYkwb5P4sOiR3Xw,"Seafood, Restaurants, Fish & Chips",Seafood,Pete's Fish & Chips
n8fGqb4CCheGyWtr9KM6qw,"Italian, Restaurants",Italian,Roma Garden Ristorante
n8RVrpWpcd3HprzEnJ3RxA,"Breakfast & Brunch, American (Traditional), Comfort Food, Restaurants, Burgers",American,Ranch House Grille
N8uKQ5Vdb1LAh-qXT_25Rg,"Pizza, Soup, Sandwiches, Restaurants, Italian",Sandwiches,Lou Malnati's Pizzeria
n9mxpYKigTM6llGAChlAng,"Fast Food, Food, Restaurants, Coffee & Tea, Burgers",Burgers,McDonald's
NAigH4SqnuuQip8lekq7GQ,"Restaurants, Delis, Sandwiches",Sandwiches,Port of Subs
najluTSbgZEpCdLIbpvnxQ,"Burgers, Seafood, Fish & Chips, Sandwiches, Chicken Wings, Restaurants",Sandwiches,Maryln's Fish & Chips
napimcgem1KAu8d5tILkww,"Sandwiches, Restaurants, Fast Food, Delis, Food, Food Delivery Services",Sandwiches,Jimmy John's
NASjUYKkz6l7hQLxMf2lqg,"Restaurants, Thai",Thai,Chanpen Thai Cuisine
naX46MT7k6aDVB-j1jhBEg,"Food, Grocery, Seafood Markets, Filipino, Specialty Food, Restaurants",Seafood,Lam's Seafood Market
Nbhpg1TbDwtMuyh9ZIPceA,"Breakfast & Brunch, Noodles, Thai, Restaurants, Salad",Thai,Thai Thai Kitchen
NbQHD6DVge3n-UvfYYNE_g,"Hot Dogs, Burgers, Restaurants",Burgers,Burger King
NBtUS6ihgRMbrk0s8g3RUw,"Asian Fusion, Thai, Restaurants",Thai,Taste of Thai
nBwOIq5KI-zmxp061dTmgw,"Chinese, Restaurants",Chinese,Chen & Wok
nc7YTLSXEWPG4Q0WlI5iPQ,"Mexican, Bars, Restaurants, Nightlife, Latin American, Cocktail Bars",Mexican,Ajo Al's Mexican Cafe
NCc227GObIORVxUXs-KWvw,"Nightlife, Restaurants, Bars, Sports Bars, Pizza",Sports Bar,Big Daddy's Sports Lounge
nChi_8Gygb6NUMa_kg_tlQ,"Restaurants, Cantonese, Chinese, Asian Fusion, Szechuan",Chinese,Asian Fusion Cafe
nCIcVDlT2K5TBRFkAUlhDA,"Restaurants, Fast Food, Chicken Wings, Chicken Shop, Food, Pizza",Italian,KFC
ncIFLVPKpozvUyZBAheyzw,"Lounges, Restaurants, Nightlife, American (Traditional), Bars",American,Harry's Lounge Tempe Mission Palm's Hotel
nCJMgK00U7J3MyjLqZOSeQ,"Seafood, Nightlife, Mexican, Restaurants, Arts & Entertainment, Music Venues",Mexican,Los Portales Mexican Food
nDI9Je_wNqNKAntnDXfknA,"Food, Salad, Specialty Food, Desserts, Italian, Restaurants",Italian,Corrado's Cucina Italiana
ndQTAJzhhkrl1i5ToEGSZw,"Restaurants, Italian, Pizza",Italian,Oregano's Pizza Bistro
NdXgEnEpHrP74L1oZtdsBQ,"Pizza, Italian, Restaurants",Italian,Rosati's Pizza
NeDqVEiin0q-FxCvOKiERw,"Caterers, Desserts, Food, Chicken Wings, Event Planning & Services, Sandwiches, Pizza, Restaurants",Sandwiches,My Slice of the Pie Pizzeria
nEIWxj6m1gGWe1gi596Zvg,"Restaurants, Mexican, Tex-Mex, Fast Food",Mexican,Chipotle Mexican Grill
neO0lOx9YE3r7SvVkmpS8w,"Desserts, Bakeries, Food, Coffee & Tea, Restaurants",Coffee N Tea,Arai Pastry
Net_BZG7t8JRLjXxNtvyNg,"Restaurants, Coffee & Tea, Food",Coffee N Tea,Xtreme Bean Coffee
Nf1ZtgHwg0Mu5lOaJYgDGQ,"Restaurants, Pizza",Italian,Slices
NgDyxaeItFSInv7J5paGLQ,"American (Traditional), Bars, Nightlife, Restaurants, Gastropubs, Irish Pub",American,The Kettle Black Kitchen & Pub
ngIcoAQTtsDIWuBQcjdHOQ,"Food, Mexican, Specialty Food, Ethnic Food, Imported Food, Restaurants",Mexican,Hola Cabrito
NhGkSF9UB3hiDKUY9roHBg,"Mexican, Restaurants",Mexican,Armando's Mexican Food
nHqpvwq0PDMD5FOFFqB7OQ,"Mexican, Restaurants",Mexican,Lito's Fine Mexican Food
NiFAkq5YxEHr4d6U0yrUYg,"Restaurants, Fish & Chips, Sandwiches, Seafood",Sandwiches,Mandy's Fish And Chips
NihPkBRdA1AixuE_98tIrg,"Delis, Restaurants, Sandwiches",Sandwiches,Port of Subs
niqIaJy9UXu-DS7BIUvUoA,"Food Delivery Services, Sandwiches, Chicken Wings, Restaurants, Pizza, Food",Sandwiches,Pizza Divino
nIsfnwlnS_9TieULU4Z6JA,"American (Traditional), Restaurants, Burgers, Fast Food",American,Burger King
NJ0RzuWd5xDqfJejYQZ65g,"Nightlife, Bars, American (Traditional), Beer, Wine & Spirits, Burgers, Food, Fast Food, Restaurants, Sushi Bars",American,Delux
njaKms2uQcdTtlI0urqPaA,"Middle Eastern, Moroccan, Restaurants, International Grocery, Grocery, Food",Middle Eastern,Alzohour Market
njiPpJhy94Ojq91Bev6ckA,"Restaurants, Fast Food, Chinese",Chinese,Panda Express
NJsSodx9ej-2pu6PRXOmYw,"American (New), Food, Breakfast & Brunch, Coffee & Tea, Cafes, Restaurants",Cafes,Bene Plates Cafe
nK4PaQEpSXW6-2F_hID6pg,"Italian, Pizza, Restaurants, Beer, Wine & Spirits, Food",Italian,La Stalla Cucina Rustica
NkezWNdhaHqD7ZMGPQuXxw,"Fast Food, Restaurants, Sandwiches, Delis",Sandwiches,Goodcents Deli Fresh Subs
NL95JTNTh_gebXKSz2ElNg,"Seafood, Farmers Market, Food, Seafood Markets, Meat Shops, Specialty Food, Restaurants",Seafood,Alaskan Pride Seafoods
NLNo0mfW7VmQic4tIvPQZA,"Food, Restaurants, Arts & Entertainment, Performing Arts, Coffee & Tea, Nightlife, Music Venues, Community Service/Non-Profit, Local Services",Coffee N Tea,Fiddler's Dream Coffee House
NM3iiGNrwoyNKWXiRT-nKA,"Tapas/Small Plates, Sushi Bars, Asian Fusion, Restaurants, Noodles",Japanese,Omoide Sushi & Noodle Bar
NM46GnLtWWocCu2o1iCuSA,"Food, Food Delivery Services, Restaurants, Mexican, Meat Shops, Specialty Food",Mexican,Carniceria Los Amigos
nn4ZkIZTCd7jJhxs-P9tHA,"Diners, Breakfast & Brunch, Restaurants, Burgers",Burgers,5 & Diner
nnWIDsp0iBRxwhjnWTYzjQ,"Restaurants, Fast Food, Food, Coffee & Tea, Burgers",Burgers,McDonald's
No5AZnK4YUZ6_aspRa-r8w,"Bagels, American (New), Cafes, Food, Delis, Caterers, Restaurants, Breakfast & Brunch, American (Traditional), Burgers, Salad, Sandwiches, Event Planning & Services",Cafes,PHX Eats Cafe
NOa2huwFeKWz2TP-sjhZhA,"Mexican, Restaurants",Mexican,Tortas Ahogadas George
noCfW7m3z-S1p8KwFIvj2Q,"American (Traditional), Restaurants, Bars, Nightlife, Burgers",American,Cold Beers & Cheeseburgers - Paradise Valley
npoCLZID4WNKV5RtJijAKg,"Barbeque, Restaurants",Barbeque,Smoke Dem Bones BBQ
NpUR0C_W-gbMcp0TL4lVKg,"Restaurants, Fast Food, Burgers, Salad",Burgers,Wendy's
npVGM0e3IxTn_pILRA_JQg,"Restaurants, Fast Food, Hot Dogs",Fast Food,Jack In The Box
nrJHoyHClxK4zJp99VOshA,"Sandwiches, Restaurants, Salad",Sandwiches,Blimpie
nrrBpUG6MTAJrm1Mp5WcCA,"Sandwiches, Burgers, Nightlife, Restaurants, Bars",Sandwiches,Robert Emmets Food & Spirits
Ns20WGWn6s6niKAGIQB4UQ,"Lounges, Mexican, Music Venues, Nightlife, Restaurants, Arts & Entertainment, Bars",Mexican,Crescent Ballroom
nsBB2mARy56ZZyovilil7A,"Sandwiches, Delis, Restaurants",Sandwiches,Port of Subs
NsbcCa8_i0RQjXLhpeLixw,"Fast Food, Restaurants, Food, Sandwiches",Sandwiches,Subway
NtP9zu-UWq2f7nS6xGuwZQ,"Fast Food, Chicken Wings, Breakfast & Brunch, Restaurants, Chicken Shop",Breakfast N Brunch,Church's Chicken
NTwK8NTfzTL2vjz-fn5EeQ,"Food, Restaurants, Pizza, Bakeries, Cuban",Italian,Edward's Cuban Bakery
nUaLFTfUqVKMFQonsWBnag,"Restaurants, Delis, Grocery, Beer, Wine & Spirits, Food, Bakeries",Deli,Fry's
NUh5L9ZX-YrM5uAKhKQXoQ,"Sports Bars, Nightlife, Burgers, Restaurants, American (Traditional), Bars",Sports Bar,Moon Valley Grill
NUhHkT1wfXsTLxt_tWwVXw,"Restaurants, Thai",Thai,Thai Elephant
NUT7tou1Uvjh0GB4I41Qig,"Restaurants, Thai",Thai,SaBai Modern Thai
nUYFVybkp6HqY4wf8sNy5A,"Mexican, Restaurants, Tacos, Seafood",Mexican,La Botana
Nv1PVoMJjKSutxCnGRYbnA,"Fast Food, Mexican, Restaurants",Mexican,Julioberto's
nVGPxMooxSiaSH_wHvcRbw,"Mexican, Tex-Mex, Restaurants, Fast Food",Mexican,Taco Bell
NVvjplHvDAoMOEGbYws4Sw,"Turkish, Cafes, Kebab, Mediterranean, Sandwiches, Restaurants, Fast Food",Mediterranean,Doner Dudes
nwHd2MbIGz0SNG8GpFjekw,"Restaurants, Mexican",Mexican,Los Taquitos
NwVj3tbEcR2F8fbrcOEV0Q,"Breweries, Bars, American (Traditional), Beer, Wine & Spirits, Nightlife, Gastropubs, Restaurants, Food, Sandwiches, Pubs, American (New)",Sandwiches,Sunup Brewing
NxjUiGBNgyDErKXnmQ3s3w,"Food, Coffee & Tea, Breakfast & Brunch, Restaurants, Coffee Roasteries, Sandwiches",Sandwiches,Cartel Coffee Lab
NxZIySJr3DjROJBkl_KaEg,"Burgers, Sandwiches, Restaurants, Italian",Sandwiches,Firehouse Subs
nYpxA8exNB1VPuM7XYS7fg,"Caterers, Mexican, Event Planning & Services, Restaurants, Diners",Mexican,Taquerias El Chino
nywpcGzjPiNkMBxOpunTPQ,"Greek, Food, Restaurants",Greek,Papa's Gyros
nZAJ2a2-Oyxt6GzX97i2pg,"Nightlife, Bars, Dive Bars, Restaurants, American (Traditional), American (New), Sports Bars",Sports Bar,Jimbo's Bar & Grill
nZZaLSXkCBYRri9ZfVOgyw,"Desserts, Food, Restaurants, Filipino, Bakeries",Filipino,Casa Filipina Bakeshop & Restaurant
O00LTi6SV8vCVND_8k1YVw,"Pizza, Restaurants, American (Traditional)",American,Chuck E Cheese's
O0KPQu0zouowlJZWsJrSXw,"Fast Food, Mexican, Restaurants",Mexican,Federico's Mexican Food
O1iooQB4W8uHKvnyl3ILHw,"Hawaiian, Fast Food, Restaurants, Barbeque",Hawaiian,L&L Hawaiian BBQ
O1TNBB10DqZ2-7_VkYruog,"Restaurants, Mexican",Mexican,Viva Mexican Grill
o2Qh4SiGYJ7BK4hP7dfkrw,"Restaurants, Indian",Indian,Saffron Indian Bistro
O2sEX86f6B4GROghjUkr0A,"Restaurants, Salad, Thai, American (New)",American,Thai Lotus Restaurant
